State,Commodity,Year,Month,Market,Current_Month price,Prev_Month price,Prev_2_Month price,Price_Velocity,Current_Month arrivals,Prev_Month arrivals,Prev_2_Month arrivals,Rainfall_mm,Rainfall_Lag,Diesel_Price_Rs_per_Litre,Irrigation_Water_Usage_MCM,Area,Production,Yield,msp,Temperature
Maharashtra,Wheat,2021,December,Bhiwapur APMC,1741.6098189323868,1764.8213670104742,1625.0,139.8213670104742,58.91703448787734,58.038687647028034,1.0,4,470.0,101,132,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2022,March,Bhiwapur APMC,1985.0,1785.1486918417274,1764.8213670104742,20.327324831253236,5.0,-8.876106359145336,58.038687647028034,9,4.0,102,165,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bhiwapur APMC,1992.5,1985.0,1785.1486918417274,199.85130815827256,24.0,5.0,-8.876106359145336,16,9.0,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,May,Bhiwapur APMC,2050.0,1992.5,1985.0,7.5,22.0,24.0,5.0,45,16.0,100,260,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,June,Bhiwapur APMC,2022.22,2050.0,1992.5,57.5,9.0,22.0,24.0,320,45.0,99,190,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,July,Bhiwapur APMC,2050.0,2022.22,2050.0,-27.779999999999973,12.0,9.0,22.0,990,320.0,98,78,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,August,Bhiwapur APMC,2100.0,2050.0,2022.22,27.779999999999973,2.0,12.0,9.0,920,990.0,100,75,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,September,Bhiwapur APMC,2093.943449433994,2100.0,2050.0,50.0,-0.0828193255442402,2.0,12.0,600,920.0,102,95,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2023,March,Bhiwapur APMC,2145.4458790428744,2319.81373138725,2100.0,219.81373138724985,-9.456228840234932,-18.380568923400073,2.0,9,600.0,102,165,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,April,Bhiwapur APMC,2220.95467181622,2116.9334971765143,2319.81373138725,-202.8802342107356,7.0798780621501365,5.517430157637669,-18.380568923400073,16,9.0,101,210,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,May,Bhiwapur APMC,2150.0,2176.0606578941756,2116.9334971765143,59.127160717661354,2.0,28.80476009290152,5.517430157637669,45,16.0,100,260,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,June,Bhiwapur APMC,2183.675648810972,2150.0,2176.0606578941756,-26.06065789417562,5.67459368191604,2.0,28.80476009290152,320,45.0,99,190,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,July,Bhiwapur APMC,2213.927218406924,2202.482972050244,2150.0,52.48297205024392,2.1818353805367927,23.693408776136884,2.0,990,320.0,98,78,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,August,Bhiwapur APMC,2215.5493617580364,2144.8701015610604,2202.482972050244,-57.61287048918348,63.90638557253628,64.56149517416515,23.693408776136884,920,990.0,100,75,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2021,January,Bhokar APMC,1412.0,1396.33,1378.765240470213,17.564759529786897,5.0,24.0,-31.290659425451395,3,3.0,87,122,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,February,Bhokar APMC,1452.73,1412.0,1396.33,15.670000000000073,11.0,5.0,24.0,2,3.0,89,110,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,March,Bhokar APMC,1538.13,1452.73,1412.0,40.73000000000002,169.0,11.0,5.0,6,2.0,91,145,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,April,Bhokar APMC,1529.4,1538.13,1452.73,85.40000000000009,83.0,169.0,11.0,14,6.0,93,185,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,May,Bhokar APMC,1606.01,1529.4,1538.13,-8.730000000000018,86.0,83.0,169.0,35,14.0,95,225,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,June,Bhokar APMC,1565.61,1606.01,1529.4,76.6099999999999,51.0,86.0,83.0,280,35.0,97,165,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,July,Bhokar APMC,1564.44,1565.61,1606.01,-40.40000000000009,9.0,51.0,86.0,880,280.0,99,92,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,August,Bhokar APMC,1589.56,1564.44,1565.61,-1.1699999999998454,27.0,9.0,51.0,810,880.0,101,87,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,September,Bhokar APMC,1647.2,1589.56,1564.44,25.11999999999989,15.0,27.0,9.0,470,810.0,103,108,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,October,Bhokar APMC,1668.61,1647.2,1589.56,57.6400000000001,23.0,15.0,27.0,120,470.0,105,155,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,November,Bhokar APMC,1804.0,1668.61,1647.2,21.409999999999854,11.0,23.0,15.0,22,120.0,102,175,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,December,Bhokar APMC,1880.43,1804.0,1668.61,135.3900000000001,7.0,11.0,23.0,4,22.0,101,132,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2022,January,Bhokar APMC,1751.43,1880.43,1804.0,76.43000000000006,7.0,7.0,11.0,5,4.0,100,135,314.01,1105.54,3521.0,2015.0,20.400436361409213
Maharashtra,Wheat,2022,February,Bhokar APMC,1719.71,1751.43,1880.43,-129.0,7.0,7.0,7.0,3,5.0,98,125,314.01,1105.54,3521.0,2015.0,20.400436361409213
Maharashtra,Wheat,2022,March,Bhokar APMC,1949.0,1719.71,1751.43,-31.720000000000027,66.0,7.0,7.0,9,3.0,102,165,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bhokar APMC,1978.47,1949.0,1719.71,229.28999999999996,53.0,66.0,7.0,16,9.0,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,May,Bhokar APMC,1952.2,1978.47,1949.0,29.470000000000027,41.0,53.0,66.0,45,16.0,100,260,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,June,Bhokar APMC,1856.2,1952.2,1978.47,-26.269999999999985,15.0,41.0,53.0,320,45.0,99,190,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,July,Bhokar APMC,1904.43,1856.2,1952.2,-96.0,7.0,15.0,41.0,990,320.0,98,78,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,August,Bhokar APMC,2105.2,1904.43,1856.2,48.23000000000002,5.0,7.0,15.0,920,990.0,100,75,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,September,Bhokar APMC,2128.67,2105.2,1904.43,200.76999999999975,6.0,5.0,7.0,600,920.0,102,95,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,October,Bhokar APMC,2007.6,2128.67,2105.2,23.470000000000255,5.0,6.0,5.0,160,600.0,103,180,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2022,November,Bhokar APMC,2367.0,2007.6,2128.67,-121.07000000000016,3.0,5.0,6.0,30,160.0,101,200,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2022,December,Bhokar APMC,2308.0,2367.0,2007.6,359.4000000000001,2.0,3.0,5.0,8,30.0,100,150,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2023,January,Bhokar APMC,2384.423247032825,2308.0,2367.0,-59.0,-7.8838597768502545,2.0,3.0,5,8.0,100,135,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,February,Bhokar APMC,2101.88,2409.4410427672274,2308.0,101.44104276722736,17.0,-7.855180414638944,2.0,3,5.0,98,125,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,March,Bhokar APMC,2087.4,2101.88,2409.4410427672274,-307.56104276722726,52.0,17.0,-7.855180414638944,9,3.0,102,165,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,April,Bhokar APMC,2150.76,2087.4,2101.88,-14.480000000000018,21.0,52.0,17.0,16,9.0,101,210,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,May,Bhokar APMC,2204.61,2150.76,2087.4,63.36000000000013,28.0,21.0,52.0,45,16.0,100,260,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,June,Bhokar APMC,2080.53,2204.61,2150.76,53.84999999999991,17.0,28.0,21.0,320,45.0,99,190,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,July,Bhokar APMC,2203.0,2080.53,2204.61,-124.07999999999991,9.0,17.0,28.0,990,320.0,98,78,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,August,Bhokar APMC,2122.0,2203.0,2080.53,122.4699999999998,13.0,9.0,17.0,920,990.0,100,75,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,September,Bhokar APMC,2146.78,2122.0,2203.0,-81.0,9.0,13.0,9.0,600,920.0,102,95,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,October,Bhokar APMC,2190.5,2146.78,2122.0,24.7800000000002,12.0,9.0,13.0,160,600.0,103,180,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2023,November,Bhokar APMC,2381.33,2190.5,2146.78,43.7199999999998,3.0,12.0,9.0,30,160.0,101,200,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2023,December,Bhokar APMC,2289.0,2381.33,2190.5,190.82999999999993,2.0,3.0,12.0,8,30.0,100,150,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2021,January,Bhokardan APMC,1610.76,1527.4,1507.1355340387963,20.26446596120377,158.0,104.0,62.167326486103775,3,3.0,87,122,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,February,Bhokardan APMC,1600.0,1610.76,1527.4,83.3599999999999,86.0,158.0,104.0,2,3.0,89,110,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,March,Bhokardan APMC,1621.05,1600.0,1610.76,-10.759999999999993,133.0,86.0,158.0,6,2.0,91,145,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,April,Bhokardan APMC,1653.6,1621.05,1600.0,21.049999999999955,111.0,133.0,86.0,14,6.0,93,185,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,May,Bhokardan APMC,1650.0,1653.6,1621.05,32.549999999999955,118.0,111.0,133.0,35,14.0,95,225,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,June,Bhokardan APMC,1714.29,1650.0,1653.6,-3.599999999999909,49.0,118.0,111.0,280,35.0,97,165,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,July,Bhokardan APMC,1774.49,1714.29,1650.0,64.28999999999996,49.0,49.0,118.0,880,280.0,99,92,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,August,Bhokardan APMC,1797.78,1774.49,1714.29,60.200000000000045,45.0,49.0,49.0,810,880.0,101,87,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,September,Bhokardan APMC,1788.64,1797.78,1774.49,23.289999999999964,44.0,45.0,49.0,470,810.0,103,108,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,October,Bhokardan APMC,1744.03,1788.64,1797.78,-9.139999999999873,72.0,44.0,45.0,120,470.0,105,155,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,November,Bhokardan APMC,1778.85,1744.03,1788.64,-44.61000000000013,26.0,72.0,44.0,22,120.0,102,175,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,December,Bhokardan APMC,1812.07,1778.85,1744.03,34.819999999999936,29.0,26.0,72.0,4,22.0,101,132,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2022,January,Bhokardan APMC,1831.58,1812.07,1778.85,33.22000000000003,38.0,29.0,26.0,5,4.0,100,135,314.01,1105.54,3521.0,2015.0,20.400436361409213
Maharashtra,Wheat,2022,February,Bhokardan APMC,1823.68,1831.58,1812.07,19.50999999999999,57.0,38.0,29.0,3,5.0,98,125,314.01,1105.54,3521.0,2015.0,20.400436361409213
Maharashtra,Wheat,2022,March,Bhokardan APMC,1976.0,1823.68,1831.58,-7.899999999999864,75.0,57.0,38.0,9,3.0,102,165,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bhokardan APMC,2100.0,1976.0,1823.68,152.31999999999994,59.0,75.0,57.0,16,9.0,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,May,Bhokardan APMC,2073.15,2100.0,1976.0,124.0,54.0,59.0,75.0,45,16.0,100,260,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,June,Bhokardan APMC,2042.61,2073.15,2100.0,-26.84999999999991,23.0,54.0,59.0,320,45.0,99,190,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,July,Bhokardan APMC,2026.92,2042.61,2073.15,-30.54000000000019,39.0,23.0,54.0,990,320.0,98,78,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,August,Bhokardan APMC,2214.29,2026.92,2042.61,-15.689999999999827,14.0,39.0,23.0,920,990.0,100,75,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,September,Bhokardan APMC,2314.06,2214.29,2026.92,187.3699999999999,32.0,14.0,39.0,600,920.0,102,95,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,October,Bhokardan APMC,2308.75,2314.06,2214.29,99.76999999999998,64.0,32.0,14.0,160,600.0,103,180,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2022,November,Bhokardan APMC,2354.35,2308.75,2314.06,-5.309999999999945,46.0,64.0,32.0,30,160.0,101,200,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2022,December,Bhokardan APMC,2488.24,2354.35,2308.75,45.59999999999991,34.0,46.0,64.0,8,30.0,100,150,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2023,January,Bhokardan APMC,2546.36,2488.24,2354.35,133.88999999999987,33.0,34.0,46.0,5,8.0,100,135,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,February,Bhokardan APMC,2361.05,2546.36,2488.24,58.120000000000346,57.0,33.0,34.0,3,5.0,98,125,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,March,Bhokardan APMC,2032.5,2361.05,2546.36,-185.30999999999997,52.0,57.0,33.0,9,3.0,102,165,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,April,Bhokardan APMC,2072.0,2032.5,2361.05,-328.5500000000002,60.0,52.0,57.0,16,9.0,101,210,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,May,Bhokardan APMC,2120.31,2072.0,2032.5,39.5,32.0,60.0,52.0,45,16.0,100,260,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,June,Bhokardan APMC,2102.46,2120.31,2072.0,48.309999999999945,57.0,32.0,60.0,320,45.0,99,190,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,July,Bhokardan APMC,2102.96,2102.46,2120.31,-17.84999999999991,27.0,57.0,32.0,990,320.0,98,78,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,August,Bhokardan APMC,2186.67,2102.96,2102.46,0.5,15.0,27.0,57.0,920,990.0,100,75,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,September,Bhokardan APMC,2283.68,2186.67,2102.96,83.71000000000004,19.0,15.0,27.0,600,920.0,102,95,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,October,Bhokardan APMC,2273.33,2283.68,2186.67,97.00999999999976,30.0,19.0,15.0,160,600.0,103,180,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2023,November,Bhokardan APMC,2430.77,2273.33,2283.68,-10.349999999999907,13.0,30.0,19.0,30,160.0,101,200,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2023,December,Bhokardan APMC,2522.22,2430.77,2273.33,157.44000000000003,18.0,13.0,30.0,8,30.0,100,150,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2021,January,Bhokardan(Pimpalgaon Renu) APMC,1679.73,1500.0,1504.883051902816,-4.883051902816078,74.0,86.0,46.05848508373495,3,3.0,87,122,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,February,Bhokardan(Pimpalgaon Renu) APMC,1623.48,1679.73,1500.0,179.73000000000002,66.0,74.0,86.0,2,3.0,89,110,304.59,1077.42,3537.0,1853.0,21.43
Maharashtra,Wheat,2021,March,Bhokardan(Pimpalgaon Renu) APMC,1650.0,1623.48,1679.73,-56.25,13.0,66.0,74.0,6,2.0,91,145,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,April,Bhokardan(Pimpalgaon Renu) APMC,1675.0,1650.0,1623.48,26.519999999999985,20.0,13.0,66.0,14,6.0,93,185,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,May,Bhokardan(Pimpalgaon Renu) APMC,1650.0,1675.0,1650.0,25.0,17.0,20.0,13.0,35,14.0,95,225,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,June,Bhokardan(Pimpalgaon Renu) APMC,1715.62,1650.0,1675.0,-25.0,32.0,17.0,20.0,280,35.0,97,165,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,July,Bhokardan(Pimpalgaon Renu) APMC,1850.0,1715.62,1650.0,65.61999999999989,11.0,32.0,17.0,880,280.0,99,92,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,August,Bhokardan(Pimpalgaon Renu) APMC,1860.53,1850.0,1715.62,134.3800000000001,19.0,11.0,32.0,810,880.0,101,87,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,September,Bhokardan(Pimpalgaon Renu) APMC,1830.0,1860.53,1850.0,10.529999999999973,10.0,19.0,11.0,470,810.0,103,108,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,October,Bhokardan(Pimpalgaon Renu) APMC,1754.0,1830.0,1860.53,-30.529999999999973,25.0,10.0,19.0,120,470.0,105,155,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,November,Bhokardan(Pimpalgaon Renu) APMC,1802.78,1754.0,1830.0,-76.0,36.0,25.0,10.0,22,120.0,102,175,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,December,Bhokardan(Pimpalgaon Renu) APMC,1783.33,1802.78,1754.0,48.77999999999997,15.0,36.0,25.0,4,22.0,101,132,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2022,January,Bhokardan(Pimpalgaon Renu) APMC,1806.67,1783.33,1802.78,-19.450000000000045,30.0,15.0,36.0,5,4.0,100,135,314.01,1105.54,3521.0,2015.0,20.400436361409213
Maharashtra,Wheat,2022,February,Bhokardan(Pimpalgaon Renu) APMC,1818.1,1806.67,1783.33,23.340000000000146,29.0,30.0,15.0,3,5.0,98,125,314.01,1105.54,3521.0,2015.0,20.400436361409213
Maharashtra,Wheat,2022,March,Bhokardan(Pimpalgaon Renu) APMC,2038.54,1818.1,1806.67,11.429999999999836,48.0,29.0,30.0,9,3.0,102,165,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bhokardan(Pimpalgaon Renu) APMC,2107.95,2038.54,1818.1,220.44000000000003,44.0,48.0,29.0,16,9.0,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,May,Bhokardan(Pimpalgaon Renu) APMC,2086.54,2107.95,2038.54,69.40999999999985,52.0,44.0,48.0,45,16.0,100,260,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,June,Bhokardan(Pimpalgaon Renu) APMC,2037.0,2086.54,2107.95,-21.409999999999854,40.0,52.0,44.0,320,45.0,99,190,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,July,Bhokardan(Pimpalgaon Renu) APMC,2000.0,2037.0,2086.54,-49.53999999999997,4.0,40.0,52.0,990,320.0,98,78,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,August,Bhokardan(Pimpalgaon Renu) APMC,2261.2724289438747,2000.0,2037.0,-37.0,3.898893789764987,4.0,40.0,920,990.0,100,75,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,September,Bhokardan(Pimpalgaon Renu) APMC,2200.0,2240.319374259274,2000.0,240.3193742592739,4.0,8.46047120751258,4.0,600,920.0,102,95,314.01,1105.54,3521.0,2015.0,27.888590192906765
Maharashtra,Wheat,2022,October,Bhokardan(Pimpalgaon Renu) APMC,2251.9775601338606,2200.0,2240.319374259274,-40.3193742592739,-12.065827294998789,4.0,8.46047120751258,160,600.0,103,180,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2022,November,Bhokardan(Pimpalgaon Renu) APMC,2509.42875603168,2312.982039624728,2200.0,112.9820396247278,28.972324012033837,17.348604165710192,4.0,30,160.0,101,200,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2022,December,Bhokardan(Pimpalgaon Renu) APMC,2500.0,2429.5643384287446,2312.982039624728,116.58229880401676,9.0,14.900271158700196,17.348604165710192,8,30.0,100,150,314.01,1105.54,3521.0,2015.0,22.9558586772283
Maharashtra,Wheat,2023,January,Bhokardan(Pimpalgaon Renu) APMC,2537.37,2500.0,2429.5643384287446,70.43566157125542,19.0,9.0,14.900271158700196,5,8.0,100,135,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,February,Bhokardan(Pimpalgaon Renu) APMC,2365.52,2537.37,2500.0,37.36999999999989,29.0,19.0,9.0,3,5.0,98,125,314.01,1105.54,3521.0,2125.0,20.400436361409213
Maharashtra,Wheat,2023,March,Bhokardan(Pimpalgaon Renu) APMC,2135.0,2365.52,2537.37,-171.8499999999999,32.0,29.0,19.0,9,3.0,102,165,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,April,Bhokardan(Pimpalgaon Renu) APMC,2026.67,2135.0,2365.52,-230.52,12.0,32.0,29.0,16,9.0,101,210,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,May,Bhokardan(Pimpalgaon Renu) APMC,2067.2,2026.67,2135.0,-108.32999999999991,25.0,12.0,32.0,45,16.0,100,260,314.01,1105.54,3521.0,2125.0,27.477992724296993
Maharashtra,Wheat,2023,June,Bhokardan(Pimpalgaon Renu) APMC,2067.86,2067.2,2026.67,40.529999999999745,14.0,25.0,12.0,320,45.0,99,190,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,July,Bhokardan(Pimpalgaon Renu) APMC,2099.09,2067.86,2067.2,0.6600000000003092,11.0,14.0,25.0,990,320.0,98,78,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,August,Bhokardan(Pimpalgaon Renu) APMC,2160.87,2099.09,2067.86,31.230000000000015,23.0,11.0,14.0,920,990.0,100,75,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,September,Bhokardan(Pimpalgaon Renu) APMC,2204.17,2160.87,2099.09,61.779999999999745,12.0,23.0,11.0,600,920.0,102,95,314.01,1105.54,3521.0,2125.0,27.888590192906765
Maharashtra,Wheat,2023,October,Bhokardan(Pimpalgaon Renu) APMC,2312.5,2204.17,2160.87,43.30000000000018,20.0,12.0,23.0,160,600.0,103,180,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2023,November,Bhokardan(Pimpalgaon Renu) APMC,5100.0,2312.5,2204.17,108.32999999999991,1.0,20.0,12.0,30,160.0,101,200,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2023,December,Bhokardan(Pimpalgaon Renu) APMC,2380.0,5100.0,2312.5,2787.5,14.0,1.0,20.0,8,30.0,100,150,314.01,1105.54,3521.0,2125.0,22.9558586772283
Maharashtra,Wheat,2021,March,Bhusaval APMC,1675.0,1623.2809656666063,1602.09993337771,21.181032288896404,6.0,7.137449355442174,-15.35374155413507,6,6.0,91,145,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,April,Bhusaval APMC,1855.45,1675.0,1623.2809656666063,51.719034333393665,11.0,6.0,7.137449355442174,14,6.0,93,185,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,May,Bhusaval APMC,1835.6101668338908,1855.45,1675.0,180.45000000000005,5.927251347961984,11.0,6.0,35,14.0,95,225,304.59,1077.42,3537.0,1853.0,27.97
Maharashtra,Wheat,2021,June,Bhusaval APMC,1828.9935949729977,1909.7613624500316,1855.45,54.31136245003154,25.086584151243713,24.939817222474662,11.0,280,35.0,97,165,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,August,Bhusaval APMC,1745.268660064026,1716.8004832545992,1909.7613624500316,-192.96087919543243,108.57684829880095,97.37632771148844,24.939817222474662,810,280.0,101,87,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,September,Bhusaval APMC,1806.9446695785157,1742.5163013327967,1716.8004832545992,25.71581807819757,279.8649150728322,220.74698154118695,97.37632771148844,470,810.0,103,108,304.59,1077.42,3537.0,1853.0,28.36
Maharashtra,Wheat,2021,October,Bhusaval APMC,1725.0,1704.9944170106442,1742.5163013327967,-37.52188432215257,1.0,0.5251767727649557,220.74698154118695,120,470.0,105,155,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2021,November,Bhusaval APMC,1799.2698782333218,1725.0,1704.9944170106442,20.005582989355844,-3.176191096427341,1.0,0.5251767727649557,22,120.0,102,175,304.59,1077.42,3537.0,1853.0,23.66
Maharashtra,Wheat,2022,March,Bhusaval APMC,2048.5127424291272,1836.23729262652,1725.0,111.23729262652,18.64974566074697,-2.1265748056102893,1.0,9,22.0,102,165,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bhusaval APMC,2190.0,2128.5459557529293,1836.23729262652,292.30866312640933,5.0,1.082551381585068,-2.1265748056102893,16,9.0,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
